Time,MeasuredLux,DutyCycle,SetpointLux
349082.0,15.0,0.556,15.0
349187.0,15.05,0.556,15.0
349292.0,14.98,0.556,15.0
349397.0,14.98,0.556,15.0
349502.0,14.97,0.556,15.0
349607.0,14.95,0.556,15.0
349712.0,14.99,0.556,15.0
349817.0,14.96,0.556,15.0
349922.0,14.99,0.556,15.0
350027.0,15.03,0.556,15.0
350132.0,14.97,0.556,15.0
350236.0,14.96,0.556,15.0
350341.0,14.99,0.556,15.0
350446.0,15.0,0.556,15.0
350551.0,15.01,0.556,15.0
350656.0,15.02,0.556,15.0
350761.0,14.93,0.556,15.0
350866.0,15.01,0.556,15.0
350971.0,14.97,0.556,15.0
351077.0,14.91,0.5563,15.0
351182.0,15.01,0.556,15.0
351287.0,14.97,0.556,15.0
351392.0,15.0,0.556,15.0
351497.0,15.05,0.556,15.0
351602.0,15.01,0.556,15.0
351707.0,14.97,0.556,15.0
351811.0,15.02,0.556,15.0
351916.0,15.01,0.556,15.0
352022.0,14.98,0.556,15.0
352127.0,15.0,0.556,15.0
352232.0,14.97,0.556,15.0
352337.0,14.98,0.556,15.0
352442.0,14.97,0.556,15.0
352547.0,15.0,0.556,15.0
352653.0,15.04,0.556,15.0
352758.0,14.99,0.556,15.0
352863.0,15.01,0.556,15.0
352968.0,15.02,0.556,15.0
353073.0,15.03,0.556,15.0
353179.0,14.96,0.556,15.0
353284.0,15.02,0.556,15.0
353389.0,15.01,0.556,15.0
353494.0,15.0,0.556,15.0
353600.0,15.01,0.556,15.0
353705.0,15.04,0.556,15.0
353810.0,14.97,0.556,15.0
353915.0,15.02,0.556,15.0
354019.0,15.03,0.556,15.0
354124.0,15.0,0.556,15.0
354229.0,14.99,0.556,15.0
354334.0,14.98,0.556,15.0
354439.0,14.97,0.556,15.0
354544.0,14.98,0.556,15.0
354649.0,15.05,0.5558,15.0
354754.0,14.99,0.556,15.0
354859.0,15.0,0.556,15.0
354964.0,15.02,0.556,15.0
355069.0,15.02,0.556,15.0
355174.0,14.94,0.556,15.0
355279.0,15.01,0.556,15.0
